Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Valves_Per_Cylinder,Drivetrain,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Power_Windows,Power_Seats,Power,Torque,Odometer,Speedometer,Tachometer,Seating_Capacity,Seats_Material,Front_Track,Rear_Track,Wheels_Size,Kerb_Weight,Gross_Vehicle_Weight,Type,Start_/_Stop_Button,12v_Power_Outlet,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty_Years,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,Basic_Warranty_Distance
Hyundai,Verna,1.6 Crdi Sx (O),1301881,1582,4,4,FWD,4,"Front, Transverse",Injection,45,Diesel,1445,4440,1729,Sedan,4,19.9,4,165,Ventilated Disc,Drum,All Windows,None,128ps,260Nm,Digital,Analog,Analog,5,Leather,,,195 / 55 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Curtain airbags, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,6,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,None,Yes,No,Yes,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.6 Vtvt Sx (O),1172999,1591,4,4,FWD,4,"Front, Longitudinal",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,123PS,151Nm,Digital,Analog,Analog,5,Leather,,,195 / 55 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,"With Remote, Internal",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.6 Crdi Sx Plus At,1328545,1582,4,4,FWD,4,"Front, Transverse",Injection,45,Diesel,1445,4440,1729,Sedan,4,14,4,165,Ventilated Disc,Drum,All Windows,None,128ps,260Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Automatic,No,Yes,Yes,Yes,0,Yes,"With Remote, Internal",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.6 Vtvt Sx(O) At,1287999,1591,4,4,FWD,4,"Front, Longitudinal",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,4,165,Ventilated Disc,Drum,All Windows,None,123PS,155Nm,Digital,Analog,Analog,5,Leather,,,195 / 55 R16,,,Automatic,No,Yes,Yes,Yes,0,Yes,"Internal, With Remote",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,No,6,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.4 Vtvt Ex,933182,1396,4,4,FWD,4,"Front, Transverse",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,100PS,133Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Manual,No,Yes,Yes,Yes,2,Yes,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.4 Vtvt E,817867,1396,4,4,FWD,4,"Front, Transverse",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,100PS,133Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Manual,No,Yes,Yes,Yes,2,No,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,None,Yes,Yes,No,No,Yes,Touch Sensitive,None,Yes,No,Manual Adjustment,No,No,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,No,,No,No,,,0
Hyundai,Verna,1.6 Vtvt Sx (O) Anniversary Edition,1178894,1591,4,4,FWD,4,"Front, Longitudinal",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,123PS,151Nm,Digital,Analog,Analog,5,Leather,,,195 / 55 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,"With Remote, Internal",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Front passenger frontal airbag, Front passenger side airbag, Drive side airbag, Curtain airbags, Driver frontal airbag",Yes,Yes,Yes,Yes,6,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,Yes,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.6 Vtvt Sx Plus At,1162875,1591,4,4,FWD,4,"Front, Longitudinal",Injection,45,Petrol,1445,4440,1729,Sedan,4,0,6,165,Ventilated Disc,Drum,All Windows,None,123PS,155Nm,Digital,Analog,Analog,5,Leather,,,195 / 55 R16,,,Automatic,No,Yes,Yes,Yes,0,Yes,"Internal, With Remote",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag, Drive side airbag, Front passenger side airbag, Curtain airbags",Yes,Yes,Yes,No,6,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.6 Crdi Sx(O) At,1407871,1582,4,4,FWD,4,"Front, Transverse",Injection,45,Diesel,1445,4440,1729,Sedan,4,14,6,165,Ventilated Disc,Drum,All Windows,None,128ps,260Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Automatic,No,Yes,Yes,Yes,0,Yes,"With Remote, Internal",465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,,Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Hyundai,Verna,1.4 Crdi E,942867,1396,4,4,FWD,4,"Front, Transverse",Injection,45,Diesel,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,100PS,133Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Manual,No,Yes,Yes,Yes,2,No,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,None,Yes,Yes,No,No,Yes,Touch Sensitive,None,Yes,No,Manual Adjustment,No,No,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,No,,No,No,,,0
Hyundai,Verna,1.4 Crdi Ex,999900,1396,4,4,FWD,4,"Front, Transverse",Injection,45,Diesel,1445,4440,1729,Sedan,4,0,5,165,Ventilated Disc,Drum,All Windows,None,100PS,133Nm,Digital,Analog,Analog,5,Fabric,,,195/55R16,,,Manual,No,Yes,Yes,Yes,2,Yes,Internal,465 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,"3rd /4th Years / up to80,000 Kms (Whichever comes earlier)",Yes,"Internal, Remote",Digital,Manual,Analog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,No,No,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,No,Manual Adjustment,No,Yes,No,Cup Holders,No,No,Yes,None,No,No,No,No,Yes,Yes,No,Yes,,No,No,,,0
Mahindra,Xuv300,1.2 W4,830127,1197,4,4,RWD,6,"Front, Transverse",Injection,42,Petrol,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,Only Front Windows,None,109bhp,200Nm,Digital,Analog,Analog,5,Fabric,,,205/65 R16,,,Manual,No,Yes,No,Yes,0,No,Manual,259 litres,No,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,No,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",No,Yes,Yes,Yes,2,None,Yes,No,No,No,No,None,None,No,Yes,None,No,No,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,0
Mahindra,Xuv300,1.2 W6,915128,1197,4,4,RWD,6,"Front, Transverse",Injection,42,Petrol,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,Only Front Windows,None,109bhp,200Nm,Digital,Analog,Analog,5,Fabric,,,205/65 R16,,,Manual,No,Yes,Yes,No,0,Yes,Manual,259 litres,Yes,Yes,Yes,Digital,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,None,Yes,Yes,No,No,No,Touch Sensitive,Yes,No,Yes,Manual Adjustment,No,Yes,No,Yes,Yes,No,No,None,No,Yes,No,No,No,No,No,No,,No,No,,,0
Mahindra,Xuv300,1.2 W8,1060129,1197,4,4,RWD,6,"Front, Transverse",Injection,42,Petrol,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,Yes,109bhp,200Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,No,No,,,0
Mahindra,Xuv300,1.2 W8(O),1184129,1197,4,4,RWD,6,"Front, Transverse",Injection,42,Petrol,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,109bhp,200Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,No,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,Yes,2,Front and rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,None,No,Yes,Yes,No,Yes,No,Yes,No,,No,No,,,0
Mahindra,Xuv300,1.5 W4,869131,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,115bhp,300Nm,Digital,Analog,Analog,5,Fabric,,,205/65 R16,,,Manual,No,Yes,No,Yes,0,No,Manual,259 litres,No,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,No,Internal,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver Only,No,Yes,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors,Yes,No,No,No,No,None,None,No,No,Manual Adjustment,No,Yes,No,Yes,No,No,No,None,No,Yes,No,No,No,No,No,No,,No,No,,,0
Mahindra,Xuv300,1.5 W6,950131,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,Yes,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,,0
Mahindra,Xuv300,1.5 W8,1095129,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,None,No,Yes,Yes,No,Yes,No,Yes,No,,No,No,,,0
Mahindra,Xuv300,1.5 W8 (O),1214130,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Manual,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front & rear sensors with 360 degree view,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,Yes,Semi Automatic Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,No,No,,,0
Mahindra,Xuv300,1.5 W8 Amt,1149800,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Automatic,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,None,No,Yes,Yes,No,Yes,No,Yes,No,,No,No,,,0
Mahindra,Xuv300,1.5 W8 (O) Amt,1269131,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,None,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,Automatic,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,Yes,Yes,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Front & rear sensors with 360 degree view,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,Yes,Semi Automatic Adjustment,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,,No,No,,,0
Mahindra,Xuv300,1.5 W6 Amt,999000,1497,4,4,RWD,6,"Front, Transverse",Injection,42,Diesel,1617,3995,1821,SUV,5,0,6,180,Ventilated Disc,Ventilated Disc,All Windows,Yes,115bhp,300Nm,Digital,Analog,Analog,5,Leather,,,205/65 R16,,,AMT,Yes,Yes,Yes,Yes,0,Yes,Manual,259 litres,Yes,Yes,Yes,Yes,Yes,Yes,Front & Rear,Yes,,Yes,Manual,Yes,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,No,Yes,No,No,No,No,No,Normal,Yes,No,No,No,Yes,No,No,Yes,Yes,"Front passenger frontal airbag, Driver frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,Yes,Yes,No,No,No,Touch Sensitive,Multifunction Steering Wheel,No,No,Manual Adjustment,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,No,No,,,0
Renault,Lodgy,85 Ps Std,863299,1461,4,4,FWD,4,"Front, Transverse",Injection,50,Diesel,1697,4498,1751,MUV,4,21.04,5,174,Ventilated Disc,Drum,None,None,85PS,200Nm,Digital,Analog,Analog,8,Fabric,1490 mm,1478 mm,R15,1299 kg,1338 kg,Manual,No,Yes,No,Yes,0,No,Internal,207 litres,No,No,Yes,Digital,Centre,Yes,Front,No,1 years /30000 Kms (years/distance whichever comes first),No,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,No,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,None,Yes,Yes,No,No,0,None,No,No,No,No,No,None,None,Yes,Yes,None,No,No,No,None,No,No,No,None,Yes,No,No,No,No,No,No,No,,No,No,,,0
Renault,Lodgy,85 Ps Rxe 8 Seater,964199,1461,4,4,FWD,4,"Front, Transverse",Injection,50,Diesel,1697,4498,1751,MUV,4,21.04,5,174,Ventilated Disc,Drum,All Windows,None,85PS,200Nm,Digital,Analog,Analog,8,Fabric,1490 mm,1478 mm,R15,1299 kg,1338 kg,Manual,No,Yes,No,Yes,2,No,Internal,207 litres,No,Yes,Yes,Digital,Front,Yes,Front,No,1 years /30000 Kms (years/distance whichever comes first),No,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Yes,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,No,None,Yes,Yes,Yes,No,0,None,No,No,No,No,No,None,None,Yes,Yes,None,No,Yes,No,None,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,50000
Renault,Lodgy,Stepway Rxz 110Ps 8-Seater,1211599,1461,4,4,FWD,4,"Front, Transverse",Injection,50,Diesel,1697,4498,1751,MUV,4,21.04,6,174,Ventilated Disc,Drum,All Windows,None,110PS,245Nm,Digital,Analog,Analog,7,Leather,1490 mm,1478 mm,185/65 R15,1338 kg,,Manual,No,Yes,Yes,Yes,2,Yes,Internal,759 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,No,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Yes,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,None,No,No,No,No,Yes,No,No,Yes,,No,No,,,50000
Renault,Lodgy,Stepway Rxz 110Ps 7-Seater,1211599,1461,4,4,FWD,4,"Front, Transverse",Injection,50,Diesel,1697,4498,1751,MUV,4,21.04,6,174,Ventilated Disc,Drum,All Windows,None,110PS,245Nm,Digital,Analog,Analog,7,Leather,1490 mm,1478 mm,185/65 R15,1368 kg,,Manual,No,Yes,Yes,Yes,2,Yes,Internal,207 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,No,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Yes,No,No,No,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,No,2,Rear sensors with camera,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Manual Adjustment,Yes,Yes,No,Yes,No,No,No,None,No,No,No,No,Yes,No,No,Yes,,No,No,,,50000
Renault,Lodgy,Stepway Rxl 85Ps 8-Seater,1053899,1461,4,4,FWD,4,"Front, Transverse",Injection,50,Diesel,1697,4498,1751,MUV,4,21.04,5,174,Ventilated Disc,Drum,All Windows,None,85PS,200Nm,Digital,Analog,Analog,8,Leather,1490 mm,1478 mm,185/65 R16,1299 kg,1338 kg,Manual,No,Yes,Yes,Yes,2,Yes,Internal,207 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,No,1 years /30000 Kms (years/distance whichever comes first),Yes,Internal,Digital,Manual,Analog + Digital,Yes,5.55 meter,Yes,Driver & Front Passenger,Yes,No,No,Yes,No,No,No,Normal,Yes,No,No,No,No,No,No,Yes,Yes,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,Rear sensors with camera,No,Yes,No,No,No,Touch Sensitive,None,Yes,Yes,None,No,Yes,No,Yes,No,No,No,None,No,No,No,No,No,No,No,No,,No,No,,,50000
